,Volume of $SPX,$SPX,Volume of SPY,SPY,Volume of IBM,IBM,Daily_Delta,Symbol,Order,rolling_mean_20,direction of rolling mean,Market Indicator,rolling_std,upper_band,lower_band,Bull_Market,Bear_Market,long execute,long enter price,long exit,short execute,short enter price,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2009-08-14,4535274400.0,1004.09,199616100.0,95.32,4796400,112.5,-0.846113167636,IBM,None,111.641,1,1.0,1.21749051655,114.075981033,109.206018967,70,0,0,0.0,0,0,101.26,0,0,100,15674.0,0.0,15674.0
2009-08-17,4534794700.0,979.73,237667500.0,92.98,5349600,110.88,-1.44,IBM,BUY,111.6865,1,1.0,1.1677430999,114.0219862,109.3510138,70,0,1,110.88,0,0,101.26,0,100,100,4586.0,11088.0,15674.0
2009-08-18,3733706000.0,989.67,173461500.0,93.72,4286200,111.61,0.658369408369,IBM,None,111.74,1,1.0,1.13654601408,114.013092028,109.466907972,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15747.0
2009-08-19,3834839800.0,996.46,192812800.0,94.54,4837900,112.5,0.797419586059,IBM,None,111.9075,1,1.0,0.969301837735,113.846103675,109.968896325,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15836.0
2009-08-20,4507525700.0,1007.37,174131300.0,95.51,4841700,112.86,0.32,IBM,None,112.023,1,1.0,0.93608985174,113.895179703,110.150820297,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15872.0
2009-08-21,5480636200.0,1026.13,224605000.0,97.39,8306800,113.76,0.797448165869,IBM,None,112.156,1,1.0,0.985699858238,114.127399716,110.184600284,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15962.0
2009-08-24,5813878400.0,1025.57,191279000.0,97.38,6363400,113.21,-0.483473980309,IBM,None,112.262,1,1.0,0.978998414065,114.219996828,110.304003172,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15907.0
2009-08-25,5252798400.0,1028.0,215310600.0,97.57,4652200,112.75,-0.406324529635,IBM,None,112.3615,1,1.0,0.917503907925,114.196507816,110.526492184,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15861.0
2009-08-26,4429095900.0,1028.12,194620700.0,97.58,4515500,113.36,0.541019955654,IBM,None,112.4925,1,1.0,0.858976594255,114.210453189,110.774546811,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15922.0
2009-08-27,5212910700.0,1030.98,196230100.0,97.79,4356900,113.32,-0.0352858151023,IBM,None,112.593,1,1.0,0.830453902523,114.253907805,110.932092195,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15918.0
2009-08-28,5880431900.0,1028.93,147024400.0,97.77,6235700,112.17,-1.01482527356,IBM,None,112.6325,1,1.0,0.787393267624,114.207286535,111.057713465,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15803.0
2009-08-31,5141831600.0,1020.62,176051600.0,96.9,5439400,112.01,-0.142640634751,IBM,None,112.57,0,0.8,0.784568268811,114.139136538,111.000863462,70,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15787.0
2009-09-01,6466384600.0,998.04,321276800.0,94.77,6303800,110.72,-1.15168288546,IBM,None,112.4585,0,0.6,0.880336508629,114.219173017,110.697826983,0,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15658.0
2009-09-02,5222472400.0,994.75,171805000.0,94.41,5178800,110.15,-0.514812138728,IBM,None,112.3715,0,0.4,1.01513429239,114.401768585,110.341231415,0,0,0,110.88,0,0,101.26,0,100,100,4586.0,0.0,15601.0
2009-09-03,4209978200.0,1003.24,143572300.0,95.19,4936200,110.38,0.2088061734,IBM,SELL,112.322,0,0.2,1.08805766101,114.498115322,110.145884678,0,70,0,0.0,1,0,101.26,0,0,100,15624.0,-11038.0,15624.0
2009-09-04,3659957200.0,1016.4,142687900.0,96.53,3451700,111.45,0.9693785106,IBM,None,112.2335,0,0.0,1.08314490939,114.399789819,110.067210181,0,70,0,0.0,0,0,101.26,0,0,100,15624.0,0.0,15624.0
2009-09-08,4708604400.0,1025.39,132909100.0,97.36,5797500,111.16,-0.26020637057,IBM,None,112.16,0,0.0,1.1044884503,114.368976901,109.951023099,0,70,0,0.0,0,0,101.26,0,0,100,15624.0,0.0,15624.0
2009-09-09,4568885500.0,1033.37,154612500.0,98.1,5248100,110.79,-0.33285354444,IBM,None,112.1115,0,0.0,1.14358289691,114.398665794,109.824334206,0,70,0,0.0,0,0,101.26,0,0,100,15624.0,0.0,15624.0
2009-09-10,5035422400.0,1044.14,162902400.0,99.11,4889400,111.65,0.776243343262,IBM,None,112.0345,0,0.0,1.11871860438,114.271937209,109.797062791,0,70,0,0.0,0,0,101.26,0,0,100,15624.0,0.0,15624.0
2009-09-11,4217193900.0,1042.73,152360100.0,99.09,5893700,112.01,0.322436184505,IBM,SELL,111.962,0,0.0,1.06727690878,114.096553818,109.827446182,0,70,0,0.0,0,1,112.01,0,-100,100,26825.0,-11201.0,15624.0
2009-09-14,4555565300.0,1049.34,149593800.0,99.57,4758600,112.8,0.705294170163,IBM,None,111.977,1,0.2,1.07729730051,114.131594601,109.822405399,0,70,0,0.0,0,0,112.01,0,-100,100,26825.0,0.0,15545.0
2009-09-15,5605083000.0,1052.63,196795900.0,99.99,6536000,113.24,0.390070921986,IBM,BUY,112.095,1,0.4,1.08006091446,114.255121829,109.934878171,0,0,0,0.0,0,0,112.01,1,0,100,15501.0,11324.0,15501.0
2009-09-16,6016760600.0,1068.76,206406300.0,101.5,11236700,115.59,2.07523843165,IBM,None,112.294,1,0.6,1.32490079073,114.943801581,109.644198419,0,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-17,5794963400.0,1065.49,229170900.0,101.35,8392600,115.64,0.0432563370534,IBM,None,112.451,1,0.8,1.52198243299,115.494964866,109.407035134,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-18,6178674100.0,1068.3,153799100.0,101.41,9935800,115.86,0.190245589761,IBM,None,112.601,1,1.0,1.70164285943,116.004285719,109.197714281,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-21,4362194600.0,1064.66,151892000.0,101.16,4515100,115.35,-0.440186431901,IBM,None,112.6805,1,1.0,1.79331353116,116.267127062,109.093872938,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-22,4934420600.0,1071.66,143126700.0,101.75,5564700,115.39,0.0346770697876,IBM,None,112.7895,1,1.0,1.89079341464,116.571086829,109.007913171,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-23,4908642100.0,1060.87,225947400.0,100.9,5538100,114.64,-0.649969668082,IBM,None,112.884,1,1.0,1.93541889931,116.754837799,109.013162201,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-24,4764740300.0,1050.78,228636800.0,99.79,5426800,114.75,0.095952547104,IBM,None,112.9535,1,1.0,1.97790233115,116.909304662,108.997695338,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-25,4028638500.0,1044.38,204059000.0,99.26,5187900,114.88,0.113289760349,IBM,None,113.0315,1,1.0,2.02335384683,117.078207694,108.984792306,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-28,3308458300.0,1062.98,118285800.0,101.03,8248600,113.22,-1.44498607242,IBM,None,113.084,1,1.0,2.01342180589,117.110843612,109.057156388,70,0,0,0.0,0,0,112.01,0,0,100,15501.0,0.0,15501.0
2009-09-29,4320627800.0,1060.61,133733900.0,100.73,6748800,112.73,-0.432785726903,IBM,BUY,113.12,1,1.0,1.99959732789,117.119194656,109.120805344,70,0,1,112.73,0,0,112.01,0,100,100,4228.0,11273.0,15501.0
2009-09-30,5858960300.0,1057.08,254383000.0,100.34,7733300,113.49,0.674177237647,IBM,None,113.2585,1,1.0,1.91891766369,117.096335327,109.420664673,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15577.0
2009-10-01,5363726600.0,1029.85,281840600.0,97.85,7067500,111.87,-1.42743854084,IBM,None,113.3445,1,1.0,1.80758482366,116.959669647,109.729330353,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15415.0
2009-10-02,4923267500.0,1025.21,224748800.0,97.39,7581900,112.93,0.947528381157,IBM,None,113.472,1,1.0,1.67234974937,116.816699499,110.127300501,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15521.0
2009-10-05,3868683400.0,1040.46,149875000.0,98.85,5673300,113.62,0.61099796334,IBM,None,113.5805,1,1.0,1.60322528542,116.786950571,110.374049429,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15590.0
2009-10-06,4435792800.0,1054.72,202491100.0,100.26,6659100,115.14,1.33779264214,IBM,None,113.7795,1,1.0,1.53241287208,116.844325744,110.714674256,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15742.0
2009-10-07,3619865700.0,1057.58,159200300.0,100.54,5872000,116.5,1.18117074865,IBM,None,114.065,1,1.0,1.47704007001,117.01908014,111.11091986,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15878.0
2009-10-08,4243961700.0,1065.48,183305800.0,101.31,6498000,116.03,-0.403433476395,IBM,None,114.284,1,1.0,1.4238768427,117.131753685,111.436246315,70,0,0,112.73,0,0,112.01,0,100,100,4228.0,0.0,15831.0
2009-10-09,3283378400.0,1071.49,135008300.0,101.93,13123100,119.49,2.98198741705,IBM,SELL,114.658,1,1.0,1.74197286824,118.141945736,111.174054264,70,0,0,0.0,1,0,112.01,0,0,100,16177.0,-11949.0,16177.0
2009-10-12,3229343600.0,1076.19,118031000.0,102.33,7730500,120.54,0.878734622144,IBM,None,115.045,1,1.0,2.12510433181,119.295208664,110.794791336,70,0,0,0.0,0,0,112.01,0,0,100,16177.0,0.0,16177.0
2009-10-13,3950865400.0,1073.19,157692700.0,102.12,7581300,120.52,-0.0165920026547,IBM,None,115.409,1,1.0,2.40474290124,120.218485802,110.599514198,70,0,0,0.0,0,0,112.01,0,0,100,16177.0,0.0,16177.0
2009-10-14,4869049200.0,1092.02,191421600.0,103.87,9545500,121.78,1.0454696316,IBM,None,115.7185,1,1.0,2.79580564606,121.310111292,110.126888708,70,0,0,0.0,0,0,112.01,0,0,100,16177.0,0.0,16177.0
2009-10-15,4810676400.0,1096.56,173873600.0,104.25,11904600,121.43,-0.287403514534,IBM,None,116.008,1,1.0,3.07325406147,122.154508123,109.861491877,70,0,0,0.0,0,0,112.01,0,0,100,16177.0,0.0,16177.0
2009-10-16,4488577600.0,1087.68,192069400.0,103.48,19216900,115.42,-4.94935353702,IBM,BUY,115.986,0,0.8,3.07594298763,122.137885975,109.834114025,70,0,1,115.42,0,0,112.01,0,100,100,4635.0,11542.0,16177.0
2009-10-19,4125491100.0,1097.91,159530400.0,104.33,7514100,116.76,1.16097730029,IBM,None,116.0565,1,0.8,3.07675713596,122.210014272,109.902985728,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16311.0
2009-10-20,4741664300.0,1091.06,180921100.0,103.78,8780700,116.54,-0.188420692018,IBM,None,116.114,1,0.8,3.07439065422,122.262781308,109.965218692,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16289.0
2009-10-21,5028912000.0,1081.4,225379300.0,102.85,7171000,114.68,-1.59601853441,IBM,None,116.116,1,0.8,3.07339414637,122.262788293,109.969211707,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16103.0
2009-10-22,4633428600.0,1092.91,238444000.0,103.89,6027000,116.41,1.50854551796,IBM,None,116.199,1,0.8,3.05693327579,122.312866552,110.085133448,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16276.0
2009-10-23,4382316400.0,1079.6,240033200.0,102.71,6799200,114.2,-1.89846233141,IBM,None,116.165,0,0.8,3.0760971513,122.317194303,110.012805697,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16055.0
2009-10-26,4838816600.0,1066.95,242028200.0,101.59,6538500,113.96,-0.210157618214,IBM,None,116.202,1,0.8,3.04308292431,122.288165849,110.115834151,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16031.0
2009-10-27,4546349900.0,1063.41,253266300.0,101.13,9445400,114.48,0.4563004563,IBM,None,116.2895,1,0.8,2.9620769296,122.213653859,110.365346141,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16083.0
2009-10-28,5510256900.0,1042.63,248821400.0,99.22,8780400,115.28,0.698812019567,IBM,None,116.379,1,0.8,2.89941718282,122.177834366,110.580165634,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16163.0
2009-10-29,4844492100.0,1066.11,198110600.0,101.35,6309400,116.58,1.12768910479,IBM,None,116.6145,1,0.8,2.69820500762,122.010910015,111.218089985,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16293.0
2009-10-30,5595664500.0,1036.19,325608100.0,98.41,7711700,114.44,-1.83564933951,IBM,None,116.69,1,1.0,2.60934353511,121.90868707,111.47131293,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16079.0
2009-11-02,5017092389.0,1042.88,254222900.0,99.13,7049400,114.39,-0.0436910171269,IBM,None,116.7285,1,1.0,2.56699963094,121.862499262,111.594500738,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16074.0
2009-11-03,4698829100.0,1045.41,228362600.0,99.45,5706800,114.96,0.498295305534,IBM,None,116.7195,0,0.8,2.57317022367,121.865840447,111.573159553,70,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16131.0
2009-11-04,4768400800.0,1046.5,247996700.0,99.7,6353300,115.08,0.104384133612,IBM,None,116.6485,0,0.6,2.59900643972,121.846512879,111.450487121,0,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16143.0
2009-11-05,4322173900.0,1066.63,180015300.0,101.54,6701800,116.8,1.49461244352,IBM,None,116.687,1,0.6,2.59506231545,121.877124631,111.496875369,0,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16315.0
2009-11-06,3715180800.0,1069.3,170954100.0,101.8,4979600,117.7,0.770547945205,IBM,None,116.5975,0,0.4,2.52317443125,121.643848863,111.551151137,0,0,0,115.42,0,0,112.01,0,100,100,4635.0,0.0,16405.0
2009-11-09,3928288900.0,1093.08,159495700.0,104.12,7764600,120.09,2.03058623619,IBM,SELL,116.575,0,0.2,2.48792769399,121.550855388,111.599144612,0,70,0,0.0,1,0,112.01,0,0,100,16644.0,-12009.0,16644.0
2009-11-10,3797733200.0,1093.01,171899800.0,104.14,6444500,120.96,0.724456657507,IBM,None,116.597,1,0.4,2.52629768634,121.649595373,111.544404627,0,0,0,0.0,0,0,112.01,0,0,100,16644.0,0.0,16644.0
2009-11-11,3639411500.0,1098.51,169466200.0,104.67,6530800,121.22,0.214947089947,IBM,None,116.569,0,0.4,2.46826574531,121.505531491,111.632468509,0,0,0,0.0,0,0,112.01,0,0,100,16644.0,0.0,16644.0
2009-11-12,3565093600.0,1087.24,157144500.0,103.61,5345400,120.34,-0.725952813067,IBM,SELL,116.5145,0,0.2,2.36516489912,121.244829798,111.784170202,0,70,0,0.0,0,1,120.34,0,-100,100,28678.0,-12034.0,16644.0
2009-11-13,3208259400.0,1093.48,150963000.0,104.17,4979700,121.07,0.606614591989,IBM,None,116.797,1,0.4,2.55718410098,121.911368202,111.682631798,0,0,0,0.0,0,0,120.34,0,-100,100,28678.0,0.0,16571.0
2009-11-16,3943118900.0,1109.3,210922200.0,105.68,7822500,122.2,0.933344346246,IBM,BUY,117.069,1,0.6,2.8280175314,122.725035063,111.412964937,0,0,0,0.0,0,0,120.34,1,0,100,16458.0,12220.0,16458.0
2009-11-17,3252929400.0,1110.32,147134100.0,105.8,1027500,122.6,0.327332242226,IBM,None,117.372,1,0.6,3.0816256817,123.535251363,111.208748637,0,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-18,3711761400.0,1109.8,156486800.0,105.74,3970100,122.14,-0.375203915171,IBM,None,117.745,1,0.8,3.18827044353,124.121540887,111.368459113,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-19,3786510000.0,1094.9,208734600.0,104.36,5308400,121.56,-0.474864909121,IBM,None,118.0025,1,1.0,3.2813842955,124.565268591,111.439731409,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-20,3367162000.0,1091.38,134196000.0,103.99,5354200,121.0,-0.460677854557,IBM,None,118.3425,1,1.0,3.21833705834,124.779174117,111.905825883,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-23,3274976895.0,1106.24,148010200.0,105.31,7003500,122.19,0.98347107438,IBM,None,118.754,1,1.0,3.15399896539,125.061997931,112.446002069,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-24,3198948300.0,1105.65,138420100.0,105.47,4816500,121.93,-0.212783370161,IBM,None,119.1265,1,1.0,3.06122829665,125.248956593,113.004043407,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-25,2515961000.0,1110.63,109564800.0,105.84,3967700,121.31,-0.508488476995,IBM,None,119.428,1,1.0,2.95764237545,125.343284751,113.512715249,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-27,1938936600.0,1091.49,126001800.0,104.12,3319200,119.8,-1.24474486852,IBM,None,119.589,1,1.0,2.88110158026,125.351203161,113.826796839,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-11-30,3552348000.0,1095.63,160874800.0,104.47,6302700,120.42,0.517529215359,IBM,None,119.888,1,1.0,2.61679313584,125.121586272,114.654413728,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-12-01,3678709000.0,1108.86,159613700.0,105.77,6578600,121.94,1.26224879588,IBM,None,120.2655,1,1.0,2.30830417361,124.882108347,115.648891653,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-12-02,3120866800.0,1109.24,132315100.0,105.72,4597900,121.24,-0.574052812859,IBM,None,120.5795,1,1.0,1.94755575557,124.474611511,116.684388489,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-12-03,4130150396.0,1099.92,167324900.0,104.89,5760000,121.57,0.272187396899,IBM,None,120.904,1,1.0,1.46354076778,123.831081536,117.976918464,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-12-04,5194526404.0,1105.98,274907800.0,105.49,7068500,121.28,-0.238545693839,IBM,None,121.128,1,1.0,1.10005071654,123.328101433,118.927898567,70,0,0,0.0,0,0,120.34,0,0,100,16458.0,0.0,16458.0
2009-12-07,3423162874.0,1103.25,127973800.0,105.33,4144400,121.08,-0.164907651715,IBM,BUY,121.297,1,1.0,0.749456645287,122.795913291,119.798086709,70,0,1,121.08,0,0,120.34,0,100,100,4350.0,12108.0,16458.0
2009-12-08,3990404022.0,1091.94,169863700.0,104.16,5351400,120.85,-0.189957053188,IBM,None,121.335,1,1.0,0.702855079775,122.74071016,119.92928984,70,0,0,121.08,0,0,120.34,0,100,100,4350.0,0.0,16435.0
2009-12-09,3500185028.0,1095.95,155063400.0,104.55,6071900,122.37,1.25775755068,IBM,None,121.4055,1,1.0,0.733316008572,122.872132017,119.938867983,70,0,0,121.08,0,0,120.34,0,100,100,4350.0,0.0,16587.0
2009-12-10,3457825967.0,1102.35,138014600.0,105.14,7077800,123.27,0.735474380976,IBM,SELL,121.508,1,1.0,0.841337281392,123.190674563,119.825325437,70,0,0,0.0,1,0,120.34,0,0,100,16677.0,-12327.0,16677.0
2009-12-11,2973779975.0,1106.41,124854000.0,105.59,6597200,123.6,0.267705037722,IBM,None,121.671,1,1.0,0.91565277262,123.502305545,119.839694455,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-14,3705971044.0,1114.11,107141500.0,106.31,5201300,123.83,0.186084142395,IBM,None,121.809,1,1.0,1.02210258009,123.85320516,119.76479484,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-15,4298356378.0,1107.93,120408800.0,105.81,7862600,122.46,-1.10635548736,IBM,None,121.822,1,1.0,1.02896780166,123.879935603,119.764064397,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-16,4528223222.0,1109.18,155358200.0,105.97,6372500,122.67,0.171484566389,IBM,None,121.8255,1,1.0,1.03186838716,123.889236774,119.761763226,70,0,0,0.0,0,0,120.34,0,0,100,16677.0,0.0,16677.0
2009-12-17,6937939509.0,1096.08,183390100.0,104.7,5909500,121.42,-1.01899404907,IBM,BUY,121.7895,0,0.8,1.03287781415,123.855255628,119.723744372,70,0,1,121.42,0,0,120.34,0,100,100,4535.0,12142.0,16677.0
2009-12-18,7425143380.0,1102.47,174591200.0,105.29,9106600,121.91,0.403557898205,IBM,None,121.807,1,0.8,1.03174915352,123.870498307,119.743501693,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16726.0
2009-12-21,3397516445.0,1114.05,118039600.0,106.36,4772500,122.61,0.574194077598,IBM,None,121.8875,1,0.8,1.02827333557,123.944046671,119.830953329,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16796.0
2009-12-22,2860667823.0,1118.02,91707500.0,106.75,5535500,123.83,0.995024875622,IBM,None,121.9695,1,0.8,1.11536859615,124.200237192,119.738762808,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16918.0
2009-12-23,2498514708.0,1120.59,111783100.0,106.96,4127600,123.9,0.0565291124929,IBM,None,122.068,1,0.8,1.19578470162,124.459569403,119.676430597,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16925.0
2009-12-24,975580122.0,1126.48,39677500.0,107.46,4265100,124.44,0.43583535109,IBM,None,122.2245,1,1.0,1.29228673289,124.809073466,119.639926534,70,0,0,121.42,0,0,120.34,0,100,100,4535.0,0.0,16979.0
2009-12-28,2081255216.0,1127.78,87508500.0,107.69,5800400,126.1,1.33397621344,IBM,SELL,122.5395,1,1.0,1.43062178238,125.400743565,119.678256435,70,0,0,0.0,1,0,120.34,0,0,100,17145.0,-12610.0,17145.0
2009-12-29,1867821021.0,1126.2,80572500.0,107.54,4184200,125.66,-0.348929421094,IBM,None,122.8015,1,1.0,1.50016235964,125.801824719,119.801175281,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
2009-12-30,1814926212.0,1126.42,73138400.0,107.5,3867000,126.35,0.54910074805,IBM,None,123.022,1,1.0,1.68017104393,126.382342088,119.661657912,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
2009-12-31,1801458495.0,1115.1,90637900.0,106.47,4223400,124.76,-1.25840918085,IBM,None,123.198,1,1.0,1.66799785435,126.533995709,119.862004291,70,0,0,0.0,0,0,120.34,0,0,100,17145.0,0.0,17145.0
